,Trial_1,Trial_2,Trial_3,Trial_4,Trial_5,Trial_6,Trial_7,Trial_8,Trial_9,Trial_10,Trial_11,Trial_12,Trial_13,Trial_14,Trial_15,Trial_16,Trial_17,Trial_18,Trial_19,Trial_20,Trial_21,Trial_22,Trial_23,Trial_24,Trial_25,Trial_26,Trial_27,Trial_28,Trial_29,Trial_30,Trial_31,Trial_32,Trial_33,Trial_34,Trial_35,Trial_36,Trial_37,Trial_38,Trial_39,Trial_40,Trial_41,Trial_42,Trial_43,Trial_44,Trial_45,Trial_46,Trial_47,Trial_48,Trial_49,Trial_50,Trial_51,Trial_52,Trial_53,Trial_54,Trial_55,Trial_56,Trial_57,Trial_58,Trial_59,Trial_60,Trial_61,Trial_62,Trial_63,Trial_64,Trial_65,Trial_66,Trial_67,Trial_68,Trial_69,Trial_70,Trial_71,Trial_72,Trial_73,Trial_74,Trial_75,Trial_76,Trial_77,Trial_78,Trial_79,Trial_80,Trial_81,Trial_82,Trial_83,Trial_84,Trial_85,Trial_86,Trial_87,Trial_88,Trial_89,Trial_90,Trial_91,Trial_92,Trial_93,Trial_94,Trial_95,Trial_96,Trial_97,Trial_98,Trial_99,Trial_100,Trial_101,Trial_102,Trial_103,Trial_104,Trial_105,Trial_106,Trial_107,Trial_108,Trial_109,Trial_110,Trial_111,Trial_112,Trial_113,Trial_114,Trial_115,Trial_116,Trial_117,Trial_118,Trial_119,Trial_120,Trial_121,Trial_122,Trial_123,Trial_124,Trial_125,Trial_126,Trial_127,Trial_128,Trial_129,Trial_130,Trial_131,Trial_132,Trial_133,Trial_134,Trial_135,Trial_136,Trial_137,Trial_138,Trial_139,Trial_140,Trial_141,Trial_142,Trial_143,Trial_144,Trial_145,Trial_146,Trial_147,Trial_148,Trial_149,Trial_150,Trial_151,Trial_152,Trial_153,Trial_154,Trial_155,Trial_156,Trial_157,Trial_158,Trial_159,Trial_160
Subj_1,-1.88571421771431,,,0.648771418259493,-1.92779480006594,1.87038941689454,-0.509253334226369,1.09212537120189,,,-1.14440555788227,0.465385181308217,0.839359456194589,0.955513452373093,0.608745065888972,,1.87030861037017,-1.60125455583659,0.822130874851715,-1.9221572462779,-0.984674966304546,,,0.991390977742731,0.751752981985559,,1.76153483488553,1.58084563357011,-1.63556892145013,,-1.35711206327638,-1.85360655380983,1.72609050334878,,-1.59811691428999,-1.09790578673636,-1.83112503075089,-1.31032010547127,-1.85914444492767,0.97542825977854,-1.01225991023523,-0.727643826227822,-1.52745157490931,-1.81723667365939,0.643266427392674,1.06962592811861,,1.02385091776913,-0.44791857520007,0.76689340327606,1.91352685601004,-0.979083552771388,-1.9431353057128,0.784607288641513,,0.75319706515465,-1.29203197078567,,-1.28449769830497,,-1.82004002686902,0.528236809354022,-1.11402834742664,-0.858851868838543,,1.66093623596747,1.07177101751418,-0.751715616293251,-0.793340166276562,0.829044013151686,-1.67517402021566,-0.850229633888656,-1.02636132978255,,1.88622986051551,-1.1797558454219,,,1.24370293211507,,,,-1.88336798373299,0.736100313630123,-0.95776307649576,1.81297464423066,-1.35940527040099,,0.738843995918448,1.94951487142196,1.42765108185298,1.86669375282042,-1.72685023562857,-1.22731242463901,-1.46104980291344,0.906938318240067,1.73558934433114,0.900012474130861,,-0.46372856661516,0.899946466479152,-0.819790924277687,-1.56761410465889,-1.68286945404266,-1.74836102564097,1.76408901991433,-1.47810717996823,0.555901759839088,-0.66651770027047,1.82964242062654,-0.684630531344993,-0.664150273604761,,,1.74429318473465,0.492439103597189,1.94076766848359,-1.46554851695251,-0.459474512566521,-1.18467743820012,-1.47927647270406,1.73800166756832,-1.78445810759871,1.23972604137408,-1.19676507367376,-1.73139969057626,0.81367630455046,1.52566608158353,,-1.70086620341851,-1.45857314553098,-1.45809271985972,-0.735401928109532,1.04955499026949,-1.93011781602903,0.717560280521462,1.37335468230371,-0.934811798560625,-1.57288543839283,,,-1.78056489902429,1.94051450122792,1.18876360417925,-1.31249357950296,,0.811010637370014,-1.50660636763272,1.88759191892285,,1.21755769023408,-0.878744169177436,1.14873187817707,1.45524190761577,0.9166534354885,-0.84984861438279,-0.678359408002788,0.725289326220294,1.36826607345292,
Subj_2,1.4825311914229,,,1.88311285495563,,1.77028695973732,-1.94935449788543,1.426886399739,-0.670540890385043,-1.00536030405643,-1.31316826683285,0.412429067127029,-0.685008319110288,,,1.49816116899798,0.505845318656241,1.90009546278124,1.5711340754185,-1.77559117822893,-0.774317333024277,,0.503414289176125,-1.47980615756109,1.83725428535274,-0.413516957882728,0.923436978186216,0.702175017663189,-1.4520147613907,,1.32115519384072,0.658762593387398,-1.3162311917565,,-0.822131434478833,-0.805465076800697,,0.627748466877187,,0.509815086332786,,-1.60020296145671,,,-1.18887264017493,-1.2815366752815,1.38351810715983,1.63816196403985,1.85962992322871,1.70233003237546,1.88669269422926,1.92470784317795,-1.08719825818881,1.39919053935885,1.00031271306655,-0.891264266981854,0.850625816634436,1.16112774295319,0.576968001739825,,-0.947566788680638,1.21854796985942,1.39333372535086,-1.84896098168839,0.929515407192561,-1.35396733090248,0.954641535320014,-0.602586606425334,1.66784955879716,-1.64587124544562,1.19626137400965,,1.8001730197104,0.804820028648633,,-1.45734645394934,-1.89451729265342,0.84015845370288,-1.63026059696751,0.475486812282763,0.797347025757399,0.986934982595795,1.20094086765754,-0.492928788603028,,,,1.47931702057858,1.216772611751,-1.23426547356711,-1.88877109947109,1.63902591535448,-0.724730155970944,-0.420572682913925,0.570154849687395,-1.40841657574326,-1.76121843036363,0.744083580873295,1.77037581697144,,1.88447178180467,,-0.459627969221037,,1.50263673152039,1.66380001712675,-0.990626612280756,1.24658582330958,-1.05940236589716,-0.758270046427772,1.19106310108722,-0.662050455186427,-0.824547704834237,,1.24581188242235,-1.35872078208279,-1.77804258519996,,1.8584427186701,,,-1.46486727567715,1.90707845356104,,,0.692806508667842,,-1.05932741852986,-0.873892079505858,-1.77521926881575,0.404054774163007,-1.59946193259941,-1.01771756823358,1.30876091822524,1.86853881327426,-0.459932552001237,-0.870396450513841,-0.560859636532911,,-0.997313622344658,0.811914648141266,0.697637325072108,,1.27819399439605,-1.28322356643579,,1.86689895562938,-1.54343380932014,-1.44835054905726,1.48751220985644,-0.514294746541453,-0.611591857396555,1.56786369597176,0.5792049782258,1.47409465359079,-1.80115294507792,1.1777192505224,-0.991365647589238,,0.758932682865729
Subj_3,,1.48517798417032,,,,1.32836374444456,-0.549918374576686,-1.52514334067615,1.32300840616977,-0.762661692043353,1.53698044953126,-0.884195750603244,-0.534870661973253,-0.471459422876077,-1.44984610611025,0.996946630534262,-1.92604188326206,-1.62780960855075,-1.65205702143622,-1.88139532049684,1.67244382509819,1.36874963225327,-1.47306703457416,1.93212813659599,,-0.445732890329123,-1.26424882268417,1.48296592977309,,1.93116614659884,,1.46925575344347,,1.31296831355538,1.83947597741614,1.45860961745392,1.82578536947762,-0.408933592946543,0.780298646077177,1.91515451219192,1.05098452823629,,1.2232127323651,0.41774930543093,0.473250810935913,-0.974992650133938,-1.75049246313371,,1.67252998200321,1.48023598941102,1.13619703817412,1.57685464343265,,0.916314715293276,-1.39805308721582,1.65442015970489,,,0.766446337465955,-1.23480310523946,-1.15429018374382,-1.6093001668203,-1.1543752930415,0.935616866261534,1.5394698229728,1.92948728264084,1.94375505874492,-1.90794515378958,1.02151686267613,0.581589319267165,-0.586258914323786,0.820952646950409,-1.54169065829078,-1.56944372238437,-1.25792381850921,1.75512988206585,,,,-1.27400315925238,1.74601532618725,0.864336027199345,-1.45357818600293,-1.1327900503642,-1.75204324889832,,,-1.04683750426086,0.636523429769934,,-0.87593356144496,-0.830370049564322,,0.990184654707689,-1.18633315010874,0.509177518138296,-0.785025525687213,-0.473974142515614,,,-1.69545978084787,,0.767158650758258,-0.685135515886635,1.05929793004828,-0.730325884675384,-0.525856376971105,1.91836546044585,-1.53555858619462,1.05704549356705,1.54144130646036,-1.34893931464864,1.60487558404881,-0.741962192717862,,-0.820967938191462,-1.45311539948072,-0.62057548196631,-1.86939686436643,,-0.707816062692284,1.56215853811924,,-1.54575184231342,1.13965611133745,0.703903742720281,-1.22147496838384,,-1.44482896741006,,,-0.939075987663641,-1.69509616209447,-1.64756738919586,,-0.514366434268044,-0.768221569154491,,,-1.90719822851418,0.543137036274114,-1.4508819854498,1.16166223445194,1.61248829607295,-1.44303951046667,0.414117988778299,-0.571591573161849,1.68024486994272,1.69401255241889,0.585266735312373,1.71251340825519,,-0.991395958838816,1.52013642113372,-1.23900098450653,-1.71879125324216,,1.85757703105505,,
Subj_4,1.61828632096039,,-1.64239220155513,-0.455740631048903,,,0.550812341693623,1.2263895245354,1.63616439063358,0.637403797358512,,0.907088253929143,,,-1.20539799170133,-1.81641578621806,,-1.22810425581036,1.74451679550233,,,,0.69744969664105,-1.85361237003727,-1.92214979319053,1.21319375841731,0.594217793212572,,1.67367403710241,-1.183807103589,-1.63606371924975,-1.56744421318829,,1.71434745121714,1.23329268538296,-1.3511872178734,,1.63798743422652,1.66042626387234,1.44008159598313,1.90171442258531,0.673491903477377,-1.67754225241502,-1.93281170182885,-1.13613279723362,,1.22264285390364,-0.808587858029251,-0.469175176153322,-1.15202665490203,,-1.2018596803769,-1.82769045757751,1.00066362744444,,,-1.89693474409986,0.468382765302925,-0.495054627946128,-0.670243502511446,1.66479660034391,0.627551253834744,-0.52660825320981,1.64596337051032,1.39427794707265,-1.10554082039869,,,-1.33832509286798,0.440701898570759,-0.644321597558765,0.467111930519035,-1.83249654832058,1.65514307605951,-0.999318733606513,1.59686872268169,1.31548406830482,1.21440139919495,-1.60077624696539,0.662110638324212,1.93633585762299,-0.435076929772986,-0.818286069054109,,1.31274808919578,-1.4023793152117,-1.0492596914925,-1.16005679449324,-0.66955537428542,,1.01283031277939,,-0.553709830820547,1.55345792722911,-1.02432605375622,-0.658681740721365,,0.490922585043527,1.23703564856465,0.533911954396363,1.44204940016848,-1.59378862043526,1.88928367732348,,1.1489469326167,,,0.479911833933219,-1.60751257982028,-1.21428623300953,-1.30465203957394,1.55508245186722,1.38133274688987,-1.16004345910817,-0.860124468938855,1.76393451488063,0.472335184162307,1.89040261167664,0.470204663470597,1.46320280570484,,1.75359905046854,,-0.854947831197645,-0.578201094198887,1.89422399406264,1.38067971094825,1.34465320840303,,,1.64591367260917,,1.49452800549098,-1.46698436779749,-1.19252293576729,,-1.25296316420741,1.51360569487745,,1.09787339116428,1.61403974741574,-1.13669841380044,1.61776908513513,,,1.63519571641071,,0.636817218814105,-1.03362709607854,-1.83057044181428,-1.16501313094718,-0.499142489134148,,,0.901250117239064,-0.927010411822039,-1.67870022594775,,0.509267216076048,-1.78912163134015
Subj_5,-0.617019046127347,0.617126479768294,0.477144717902766,0.829585503137807,-1.82103098292797,,1.50512939697582,1.63875854143898,-1.34686094344537,1.91304337652931,1.71157230855336,-1.55295407648561,1.61882416147074,1.29680641521921,-1.3776166035106,,,1.54151964399022,-0.927131552588614,0.858530835159142,1.71656185096806,1.57907675406864,,1.29368566437766,0.477581905000737,1.12488871559021,,-1.40625184819366,-0.488117884550626,-1.52462453826899,0.999138066552486,,0.528968916644319,-1.7137207342271,-1.33464872171206,,1.75270317742789,-1.35514249001458,-0.600533186109026,1.3591860512023,,,-1.55378701804761,,1.202772013435,-0.524267578013092,1.71069574054036,1.80553790918957,-0.843448475736287,1.15080090413717,,,-1.7620363361233,,-1.85938196541762,1.03952067069567,-1.82020510257533,-1.8950886163243,,1.84956329676322,-1.70587601014997,-1.58717892969679,,-0.869783987154755,-0.863849072852366,1.85237980977761,,0.875347932341082,,-1.58144176520207,-1.07790909822427,,-0.8071292274745,-1.45592272172505,,-0.436885803518935,-1.32296517559594,1.33513289364597,,-0.570347516756052,-1.11596968199474,,,1.43110257124238,-0.674471324537979,,1.36797080988633,-1.69251677390435,-1.57785184425278,0.438255706970198,1.19922174963591,1.87007669431555,,1.91336210738451,-1.40082816027271,1.37163603945401,,,-1.37311895000737,-0.835677327775461,-1.88888023421989,,-0.965991767364516,-1.04610835683993,-1.54665029626192,-1.10433134918706,-1.37894964766688,0.526572910455076,1.00187925407627,0.927546883408808,,-0.754379494663285,0.529712426496872,-0.675065571275165,1.43523454686996,-1.82409329531549,0.450705158179309,,-0.936501923716451,-0.918395624932456,,-1.49592640496121,1.27621412843016,,-0.628373776853516,,1.61609679809369,,,-1.02293290336496,1.4111615371686,-0.695053666878129,-0.829287682147557,1.09534576686609,-1.79518195827921,-1.58875463967466,1.12945676077975,-0.58112384909963,-1.84239054279076,-1.72662020462277,1.83312608915001,-1.12990094642356,1.70753604996752,-1.8886155125243,1.1901644765214,-1.19275842572561,-1.11999284926792,,-1.00630496827183,,-0.839570705664483,0.491950118678154,,-1.45393627352967,-0.818327760335372,0.996592904638554,-0.883134555324901,1.24289079902549,0.96051778284573,-1.07484792020123
Subj_6,0.447404735013164,1.04248051695173,-0.767712898344508,1.92773104084375,0.710170051703866,0.812141264663695,1.93047674813951,1.04244606781274,-0.438311659797204,1.84878124715058,0.924743361554662,1.25691107315494,,1.02052904916376,,,1.09611494463516,,-0.718051149142508,,-1.74690116541537,1.18311798572468,1.05841491126098,0.552107402768937,-0.892585507207063,-1.50682385396231,,-1.70396427516689,-1.31218518217625,-1.5024317967891,-0.966287520533293,0.567652526586199,-0.4670671011863,-1.83532651736765,0.688722255317344,0.871356883227664,-0.609049143726877,1.2058435416354,,,,0.668041044002945,-0.701007673339063,1.59815274006733,1.76880630729949,-0.789882280265201,0.587439609433552,1.02795305805464,1.0788589825214,,0.672787901360424,1.83373986425253,-0.765902837863597,0.609175913881611,-1.56418935920563,-0.729014904365885,,-1.24275131238707,1.71867797999331,-1.70564838441154,0.94062329932109,1.13368715293137,,,,-1.36100479821086,-0.903360190214527,-0.968342081182018,-0.976699606412911,-1.63546803246769,0.441786462282811,1.77878945686453,,-1.94352316328978,-1.71342701205976,1.48262711538943,,1.51079388238505,1.75325260889619,,-1.33546927517499,0.529450331966861,-1.73686037878939,-0.797569106621039,-1.76184124967852,0.712610224009482,-0.749834307871986,1.30222873570433,-1.25457855569083,-0.470787146229423,1.12706471550706,-0.566570753054777,-1.75781866826234,1.92123039701779,-0.927496466836773,-0.887102047650526,,,-0.790199498031637,0.474684420789062,-1.50423981503177,1.31410177647355,-1.79061534896384,0.448790556589859,-1.55801143407908,-1.44767355988499,1.60614733360557,,1.1639055745644,,0.828014883899237,1.40663930289417,,-0.809342025967585,-1.78264076794827,,1.10335186594414,1.74177153786065,1.31493329007624,1.07634669217462,-0.817435498271339,1.91355602290132,1.83877523670598,,,,-0.86688100995268,1.45942213131228,-1.26215445386335,-1.94577128268786,-1.38436934962034,-1.6783714442595,-1.889530249419,1.83305855021014,,1.58180355207706,-1.84944036088188,,1.91877963714746,,1.61676722887946,-1.92693540528557,,-0.403180633844324,1.70148293198134,0.973060921904806,1.59385075967609,,0.906109796245826,0.858146694758399,-1.82132353241303,0.814952701434599,,0.992939257604317,,,0.758478255346228,-0.584286857260695,-1.38659669361929,0.691054766664195
Subj_7,0.949399809649614,-1.60891386047901,-0.97370559544027,-1.58105845273057,,,-0.873506379721124,-1.89747529866205,-1.02209946441373,,-0.776343267623568,-1.86983513633457,,1.09419210457959,-1.44333791555262,1.92433966275955,-0.9472266908307,-0.469543588497986,1.42162314154841,,,-0.565323647094719,-0.771514441558864,,1.25759572162226,,1.36389130699641,1.0348025024466,,1.70577878304246,0.828044521171654,-0.60723295200705,,,1.71144142709658,1.87381461712501,1.44929501537071,1.38212795583324,,-1.0486415744886,0.572509633635718,-0.772141238018186,0.526375967924362,,0.683167740633719,1.16865018407326,-0.505446019394725,-1.07569243507882,,-1.22157951267668,-1.51795296179507,0.737440990488228,-0.554189404357324,-0.762848897493754,1.81539177624095,,-0.952269557211382,1.13407105656872,1.30252488282634,1.37956874713715,1.66348094308538,,-0.73602007679784,0.417849604997218,1.11146895062541,0.640976677978263,0.925890285194717,1.21624319338706,-1.6686858343055,,-1.08561007511079,-1.0140591528984,-0.550268606769674,1.00053624659164,-1.55475654145757,,-0.62943435228657,0.613409433639587,,0.441677650936406,-0.428143716165947,-0.542216010520967,-1.37562395694894,,1.26823243774816,-0.455048971433657,-0.765297999953166,-0.92264340190027,-0.593477339336705,,-1.92078035258309,,1.62976492414228,1.21602354426022,0.49431467327674,1.40361958248512,1.79924700565135,1.87454434217951,0.731158911510984,-0.46439714375193,,1.83672909851725,-1.87299948148402,,1.21419595466413,-1.66800934921456,1.19378038514606,1.56732612636772,1.46622094735695,1.48200797132065,1.20683919054355,1.31985843734953,-1.18239415059841,-0.529020001622095,1.50998803921955,-0.657086570945256,,-0.81421310074861,-1.26328892487569,-0.810021793517058,,,0.763871618866241,,0.766397572898023,1.50729215543523,0.467350363230355,-1.8290203083762,,-0.585252671418328,1.08047845530557,-1.58093624747548,,-0.743329259521975,,1.46821373210476,-0.447906868023398,0.962396581822187,-1.93964186051276,-1.01239119840981,-0.627437944496725,-1.48947236168254,-0.976626386553193,1.80807856730811,,,-0.779428886587745,-1.30620135989668,1.34502042413574,0.484287880588908,-0.701268677065655,1.33489658556956,,0.838089311993563,1.7334284168535,-0.698753307683048,1.40446591436374,1.85168117107632,-1.54614090286422,0.41668889719351
Subj_8,0.912180683893891,1.57318086578385,1.33061231972822,1.53225639401308,,,-0.841193943170618,-1.89568448973262,1.04440058122559,1.00922544698623,0.443323228616808,,-1.06877514670416,-1.01426212408812,-0.499746825015028,0.964100603561202,-1.43333023604653,0.595171564672378,-1.02983259439826,1.63943506327671,,1.93341873830896,0.721114320291434,0.569735482187322,1.52425291617494,-1.70726712710062,0.938057642867608,1.1011905942712,-1.7212644058613,-1.94723122411762,-1.14192185072198,1.27377722709791,,,-1.06856135353464,0.474579034455128,-0.804039259705421,,-1.28807256659083,0.590207823436767,,,1.71491345268531,,1.51988120150889,0.883024997822583,-0.648801334013252,1.57035855059106,1.24494713997245,1.60107014449485,-1.05895837085525,-1.66175195775484,-1.08773192789622,,1.32465091033691,,1.47882837822792,-1.33021053972918,0.892680794036097,,0.552842478883632,1.39760764970575,0.910244230974011,-0.918155789833124,-1.82066160834738,-0.80498338574777,-1.76301803797992,-0.424434998157549,0.823685499964708,1.00371265989566,-0.774518769492251,-0.65993166935685,1.21867195095761,-1.37299025963637,1.22974276865247,0.434679979757857,-1.61526089018863,1.90211618860011,-1.44656382547325,,-1.12077109370779,-1.31635583247164,-1.46438221914264,0.626728199660129,0.90562182829158,1.11870945359858,-0.936446957191691,,,-1.37480171844124,-1.70610139005677,-0.439047942016599,-1.28901452742018,-1.72912401330187,1.75551262947849,1.15871339139175,-1.11033408149728,1.40037533272834,,0.922534272586686,,,0.547584943047945,,-1.29785833021434,1.33340406070953,-0.757282659747614,,-0.993777826824581,,,1.33906434639624,,-1.7799730268659,,-1.50955245410224,-1.54903615295228,1.44355671154654,-1.29290794535274,1.07570206306455,,1.36688541738082,0.471651299159448,-0.708235726814924,0.843364871353762,,,0.63185110116074,-1.25090744172121,-0.681590926530117,1.27604517236872,-0.778635052052411,,1.52923649938102,1.06348447136587,1.13756189436495,,1.39842725106479,1.44953248635879,,-1.51502386779892,-0.445886883467456,1.04883154903599,-1.5445297098742,0.643550096536772,-0.778319994717915,0.724236640484728,-1.54704843211675,1.8044219770358,1.06843920090775,1.04409325266473,0.837941452222002,0.81094028646315,0.43337366709226,-1.22259843363523,0.930838192822413,0.586391911662086,0.832071253219621,-0.720143773336768,-1.79061641284418
Subj_9,-0.471154693560126,0.646317464831755,,1.37832154707824,-1.34948845680579,-1.26958338175501,1.91544738519245,0.811523919795713,-0.848155402906841,-1.5375188826589,1.5300067089398,0.627901977942272,-1.89408693726194,0.930508688900592,-1.23340380367332,1.10375713841395,1.78327714980883,-1.89949712433425,-1.62181343571737,1.03702120077436,,1.82204087950331,-1.41709391039353,,-0.948842222668986,-0.744786459144468,1.82565435495835,1.50260345743613,-0.715933545793944,0.47268958971376,-1.56565409053349,0.671942468017462,-0.432507825833241,0.950527484750117,1.07538154531264,,1.06077404690397,,,-1.94241499827082,1.2631892690693,-1.88425290878958,,,1.76872708365736,-1.51841953758342,1.13516048252155,0.647951248445916,-1.13564741843701,0.630306998986911,-1.24271633862828,-0.930228355151913,0.622784868231312,-0.752032204863239,,-1.92349705695592,-1.68147730347688,-1.04242565866192,0.808032325575666,-1.3092235441802,-0.525778712939341,1.92895195536165,-1.26721180031582,-1.56845698334711,0.571871440781826,-1.58264754299937,,-1.44805248960353,1.65997548677268,-1.71698175031815,-0.68443798665501,,-0.951453798096896,0.984268498741963,,-0.523608615221098,,,0.55527329494987,-1.83462048733592,-1.75644356968947,1.15685989841318,-0.603218880367963,,,,-1.4119724839693,-0.971730895731125,-0.838184153737153,,1.47181814068149,-1.69281912208564,1.49165353132407,-1.30234697142228,0.844750848792737,1.24623391007549,-1.85614956814232,1.65053645254081,-0.810296536397978,0.551301479915092,-0.569595622598833,-0.696190831459112,-1.59052528925281,0.429587206218511,-0.966754262789931,0.410901215574538,0.948956040864581,0.762117332084853,-0.59471064038354,0.485449890799135,,1.78127251749045,0.65712224222584,1.4543044424255,1.5152841694621,1.25442932435445,1.75216770665715,1.37457286786034,1.67195787464096,1.77182541131846,1.53390784677696,0.647837012899289,-0.463699554825888,0.637144714462057,0.485445060809288,-1.13779456129101,1.48362014494626,1.16886453477419,-0.617464704787284,0.666741533953176,1.14560592626234,,1.36876752830876,,,1.90938823960796,,-1.5631590344782,1.10176515076133,-0.92477590946517,0.698068309528188,-1.29565654237895,1.66155210905667,0.696978087928682,-1.14979307220929,-0.715102153700606,1.5332422932091,-1.74913697026158,,-1.83546169582187,,,-0.862003458195938,-0.960151623385193,-1.47666966957004,-1.40264226893009,0.681711571512934,-1.87891226917478,-1.36581282676533,
Subj_10,1.37668504497726,1.41160250636107,0.442033082384299,1.18525296905614,-1.82201712863644,,0.443401821930268,-1.30768466158731,-1.7010835433822,1.10944418629797,-1.47985306145706,1.74473466481967,1.73938606665694,-1.19994071281929,1.87694299619745,,0.404748787291001,,1.11833009969448,-1.46751308131206,0.96624277319492,-1.6167124372357,1.16722409396676,0.735821988705155,,-1.42500661897154,-0.690386713511967,0.971388440796361,-0.930257252923055,,-0.683284942384043,-1.34660121971947,-0.655412233138169,1.62134602909859,0.537987789343564,-1.46381192666601,-0.799651296568855,-0.520649930225696,0.432316152209004,0.490334426496889,,1.49594771004642,-1.13760823296634,,1.34917803544796,-0.980120089217084,-1.12672932363079,1.20290281183309,-1.50487459581414,1.46568988221413,,,0.93123851827107,,0.535025838097746,0.815714987784221,-1.54508696374364,-1.5937643466424,0.868910588440404,-0.449041221892197,-0.833488948477384,,-1.43173172954068,-0.870099901411878,1.8750953190365,-0.945328214762082,0.511141081767181,,,0.750979355074084,0.802368081527549,0.648026693737489,-1.08545404379831,1.26318967017215,,0.924565578554389,0.403721385854331,,,0.455668893970228,1.65063135063676,,-0.637291850170206,1.01172763920462,-0.674748232994248,-1.90769463765149,1.23514522234132,,,-1.23977414558778,-1.52149475894899,1.87656353417488,,0.765925123393676,1.80976592689163,1.90459766249939,1.15821042217601,,,1.93552885965602,-1.62958535911268,-1.05847686560363,1.43678013463732,,,1.4792261347752,-1.10012679756595,-1.69409596272503,-1.14618018580119,-1.68164101796719,1.58453257601642,-1.81904884488837,0.967187110792069,-1.51466903143369,-0.884173400403296,-0.960705429189178,-0.916354021489406,,-0.694758150385611,-1.52496441503069,,0.919839294771937,,1.24509565320717,0.5147662157205,1.34354507028061,,-1.27529955203709,-0.636766184120474,-1.68915933233673,,0.419231519940874,-0.720516326964892,,-0.875636947676974,-1.90507858331654,,-1.17965816117427,1.49254149781806,-1.09627956831794,,-0.754065061201007,-1.90915965195682,0.906952888094938,1.39425902602352,-1.89322218539448,-0.446396636266598,,1.47758003827602,1.13119085217136,-1.26863178419995,-1.89322320093677,1.83788476254011,-0.542554225559244,0.763609092073012,1.21963535679395,,,,
